Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
Q04949	Cytoplasmic dynein intermediate light chain DYN3 (Dynein protein 3)	DYN3 YMR299C YM9952.01C	DYN3	855345;		312	36,825	reviewed
P47128	Chromatin modification-related protein EAF6 (ESA1-associated factor 6)	EAF6 YJR082C J1854	EAF6	853544;		113	12,895	reviewed
P36041	Protein EAP1 (eIF4E-associated protein 1)	EAP1 YKL204W	EAP1	853631;		632	69,762	reviewed
Q03212	Protein EAR1 (Endosomal adapter of RSP5)	EAR1 YMR171C YM8010.01C YM8520.20C	EAR1	855207;		550	62,532	reviewed
O13529	Protein ECM12 (Extracellular mutant protein 12)	ECM12 YHR021W-A	ECM12	856416;		151	17,435	reviewed
P32644	Putative ATP-dependent RNA helicase ECM32 (EC 3.6.4.13) (DNA helicase B) (Hcs B) (DNA helicase III) (Extracellular mutant protein 32) (Helicase 1) (scHelI) (Modulator of translation termination protein 1)	ECM32 HEL1 MTT1 YER176W SYGP-ORF61	ECM32	856923;		1121	126,970	reviewed
Q05902	Gamma-glutamyltransferase (EC 2.3.2.2) (CIK1 suppressor protein 2) (Extracellular mutant protein 38) (Gamma-glutamyltranspeptidase) (Gamma-GT) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltransferase heavy chain; Gamma-glutamyltransferase light chain]	ECM38 CIS2 YLR299W	ECM38	851006;		660	73,180	reviewed
Q3E705	rRNA-processing protein EFG1 (Exit from G1 protein 1)	EFG1 YGR271C-A G9368 YGR272C	EFG1	853188;		233	27,121	reviewed
P54858	Protein DOS2	DOS2 YDR068W D4267 YD8554.01 YD9609.22	DOS2	851640;		310	35,964	reviewed
P40553	Peroxiredoxin DOT5 (EC 1.11.1.15) (Disrupter of telomere silencing protein 5) (Nuclear thiol peroxidase) (nTPx) (Thioredoxin reductase)	DOT5 YIL010W	DOT5	854805;		215	24,120	reviewed
P40487	Diphthamide biosynthesis protein 1	DPH1 YIL103W	DPH1	854703;		425	48,311	reviewed
P38125	Dityrosine transporter 1	DTR1 YBR180W YBR1242	DTR1	852478;		572	63,407	reviewed
P38149	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	DUG2 YBR281C YBR2018	DUG2	852584;		878	98,071	reviewed
P36022	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic) (DYHC)	DYN1 DHC1 YKR054C	DYN1	853928;		4092	471,348	reviewed
Q12432	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3 YPR023C YP9367.03C	EAF3	856134;		401	45,203	reviewed
P53911	Chromatin modification-related protein EAF7 (ESA1-associated factor 7)	EAF7 YNL136W N1212 N1843	EAF7	855586;		425	49,391	reviewed
P36049	rRNA-processing protein EBP2 (EBNA1-binding protein homolog)	EBP2 YKL172W YKL636	EBP2	853682;		427	49,734	reviewed
Q03466	Protein EBS1 (EST1-like BCY1 suppressor 1)	EBS1 YDR206W YD8142.03	EBS1	851787;		884	100,000	reviewed
Q05871	3,2-trans-enoyl-CoA isomerase (EC 5.3.3.8) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	ECI1 YLR284C	ECI1	850990;		280	31,698	reviewed
Q06011	Protein ECM19 (Extracellular mutant protein 19)	ECM19 YLR390W	ECM19	851106;		112	12,515	reviewed
Q02710	Protein ECM23 (Extracellular mutant protein 23) (SRD1 homolog 2)	ECM23 SRD2 YPL021W	ECM23	856086;		187	20,614	reviewed
Q02202	Protein ECM9 (Extracellular mutant protein 9)	ECM9 YKR004C YK103 YKR004C-A	ECM9	853873;		377	44,583	reviewed
P43605	N-acetyltransferase ECO1 (EC 2.3.1.-) (Chromosome transmission fidelity protein 7) (Establishment of cohesion protein 1)	ECO1 CTF7 YFR027W	ECO1	850584;		281	31,845	reviewed
P53080	Enhancer of mRNA-decapping protein 1	EDC1 YGL222C	EDC1	852650;		175	19,238	reviewed
P34216	EH domain-containing and endocytosis protein 1 (Bud site selection protein 15)	EDE1 BUD15 YBL047C YBL0501 YBL0520	EDE1	852233;		1381	150,783	reviewed
P32471	Elongation factor 1-beta (EF-1-beta) (Eukaryotic elongation factor 1Balpha) (eEF1Balpha) (Translation elongation factor 1B alpha)	EFB1 TEF5 YAL003W	EFB1	851260;		206	22,627	reviewed
P47163	Protein-lysine N-methyltransferase EFM3 (EC 2.1.1.-) (Elongation factor methyltransferase 3)	EFM3 YJR129C J2061	EFM3	853593;		339	39,024	reviewed
Q05521	Diacylglycerol pyrophosphate phosphatase 1 (DGPP phosphatase) (EC 3.1.3.81) (Phosphatidate phosphatase) (EC 3.1.3.4)	DPP1 ZRG1 YDR284C	DPP1	851878;		289	33,514	reviewed
P32892	ATP-dependent RNA helicase DRS1 (EC 3.6.4.13) (Deficiency of ribosomal subunits protein 1)	DRS1 YLL008W L1345	DRS1	850652;		752	84,843	reviewed
Q06063	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+] (EC 1.3.1.90) (tRNA-dihydrouridine synthase 4)	DUS4 YLR405W L8084.2	DUS4	851121;		367	41,696	reviewed
Q06349	Decapping and exoribonuclease protein 1	DXO1 YDR370C	DXO1	851976;		442	50,492	reviewed
P07807	Dihydrofolate reductase (EC 1.5.1.3)	DFR1 YOR236W O5231	DFR1	854411;		211	24,261	reviewed
P39995	Chromatin modification-related protein EAF5 (ESA1-associated factor 5)	EAF5 YEL018W	EAF5	856696;		279	31,644	reviewed
P48235	Extender of the chronological lifespan protein 1	ECL1 YGR146C G6626	ECL1	853049;		211	23,997	reviewed
Q04110	Protein ECM11 (Extracellular mutant protein 11)	ECM11 YDR446W D9461.31	ECM11	852057;		302	34,113	reviewed
Q03214	Protein ECM5 (Extracellular matrix protein 5)	ECM5 YMR176W YM8010.06	ECM5	855214;		1411	162,701	reviewed
P29547	Elongation factor 1-gamma 1 (EF-1-gamma 1) (Calcium and membrane-binding protein 1) (Calcium phospholipid-binding protein) (CPBP) (Eukaryotic elongation factor 1Bgamma 1) (eEF1Bgamma 1) (Translation elongation factor 1B gamma 1)	CAM1 TEF3 YPL048W	CAM1	856059;		415	47,088	reviewed
P25039	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 YLR069C L2195	MEF1	850758;		761	84,574	reviewed
P48510	Ubiquitin domain-containing protein DSK2	DSK2 SHE4 YMR276W YM8021.02	DSK2	855319;		373	39,346	reviewed
P39112	Exoribonuclease II, mitochondrial (RNase II) (Ribonuclease II) (EC 3.1.13.1) (Deletion of SUV3 suppressor 1) (Mitochondrial biogenesis protein MSU1)	DSS1 MSU1 YMR287C YM8021.13C	DSS1	855331;		969	110,822	reviewed
P53063	Decapping nuclease RAI1 (EC 3.6.1.-) (RAT1-interacting protein)	RAI1 YGL246C NRE387	RAI1	852646;		387	44,510	reviewed
P35195	UPF0045 protein ECM15 (Extracellular mutant protein 15)	ECM15 YBL001C YBL0105	ECM15	852285;		104	11,518	reviewed
P47144	Protein ECM27 (Extracellular matrix protein 27)	ECM27 YJR106W J1978	ECM27	853570;		725	80,656	reviewed
P33412	Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)	ECT1 MUQ1 YGR007W G3856	ECT1	852890;		323	36,863	reviewed
P32324	Elongation factor 2 (EF-2) (Eukaryotic elongation factor 2) (eEF2) (Ribosomal translocase) (Translation elongation factor 2)	EFT1 YOR133W O3317 YOR3317W; EFT2 YDR385W	EFT1; EFT2	851993;854301;		842	93,289	reviewed
P40516	Protein-lysine N-methyltransferase EFM4 (EC 2.1.1.-) (Elongation factor methyltransferase 4) (Secretion and early endocytosis protein 1)	EFM4 SEE1 YIL064W	EFM4	854746;		257	28,690	reviewed
P09032	Translation initiation factor eIF-2B subunit gamma (GCD complex subunit GCD1) (Guanine nucleotide exchange factor subunit GCD1) (eIF-2B GDP-GTP exchange factor subunit gamma)	GCD1 TIF223 TRA3 YOR260W	GCD1	854434;		578	65,700	reviewed
P38195	Protein ECM13 (Extracellular mutant protein 13)	ECM13 YBL043W YBL0405	ECM13	852237;		257	28,562	reviewed
Q05958	Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22)	ECM22 YLR228C	ECM22	850928;		814	89,286	reviewed
P38737	Proteasome component ECM29 (Extracellular mutant protein 29)	ECM29 YHL030W	ECM29	856355;		1868	210,431	reviewed
P38248	Cell wall protein ECM33 (Extracellular mutant protein 33)	ECM33 YBR078W YBR0727	ECM33	852370;		429	43,769	reviewed
P02994	Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)	TEF1 YPR080W P9513.7; TEF2 YBR118W YBR0913	TEF1; TEF2	852415;856195;		458	50,033	reviewed
P53970	Protein-lysine N-methyltransferase EFM6 (EC 2.1.1.-) (Elongation factor methyltransferase 6)	EFM6 YNL024C N2809	EFM6	855707;		246	27,738	reviewed
P42835	Protein EGT2 (Early G1 transcript 2)	EGT2 YNL327W N0320	EGT2	855389;		1041	108,525	reviewed
P14741	Translation initiation factor eIF-2B subunit alpha (GCD complex subunit GCN3) (Guanine nucleotide exchange factor subunit GCN3) (Transcriptional activator GCN3) (eIF-2B GDP-GTP exchange factor subunit alpha)	GCN3 AAS2 TIF221 YKR026C	GCN3	853896;		305	34,025	reviewed
P32502	Translation initiation factor eIF-2B subunit beta (GCD complex subunit GCD7) (Guanine nucleotide exchange factor subunit GCD7) (eIF-2B GDP-GTP exchange factor subunit beta)	GCD7 TIF222 YLR291C L8003.17	GCD7	850998;		381	42,570	reviewed
Q05050	Eisosome protein 1	EIS1 YMR031C YM9973.04C	EIS1	855047;		843	93,345	reviewed
P25358	Elongation of fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO2) (Fenpropimorph resistance protein 1) (Glucan synthesis protein 1) (Very-long-chain 3-oxoacyl-CoA synthase 2) (v-SNARE bypass mutant gene 2 protein)	ELO2 FEN1 GNS1 VBM2 YCR034W YCR34W YCR521	ELO2	850400;		347	40,002	reviewed
Q03071	Elongin-C	ELC1 YPL046C	ELC1	856061;		99	11,328	reviewed
P42842	Essential for maintenance of the cell wall protein 1	EMW1 YNL313C N0364	EMW1	855403;		904	102,336	reviewed
P53720	tRNA-dihydrouridine(20) synthase [NAD(P)+] (EC 1.3.1.91) (Protein SMM1) (tRNA-dihydrouridine synthase 2)	SMM1 DUS2 YNR015W N2065	SMM1	855749;		384	42,816	reviewed
Q02647	Dynein light chain 1, cytoplasmic	DYN2 SLC1 YDR424C	DYN2	852034;		92	10,441	reviewed
P32525	Protein ECM25 (Extracellular matrix protein 25)	ECM25 YJL201W J0325	ECM25	853229;		599	68,464	reviewed
Q06673	Protein ECM30 (Extracellular mutant protein 30)	ECM30 YLR436C	ECM30	851156;		1274	145,052	reviewed
P38728	Protein ECM34 (Extracellular mutant protein 34)	ECM34 YHL043W	ECM34	856342;		170	19,812	reviewed
Q99252	Protein ECM3 (Extracellular mutant protein 3)	ECM3 YOR092W YOR3165W	ECM3	854259;		613	68,015	reviewed
P16521	Elongation factor 3A (EF-3) (EF-3A) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5	YEF3	850951;		1044	115,945	reviewed
P53235	Eukaryotic translation initiation factor 2A (eIF-2A)	YGR054W		852945;		642	71,305	reviewed
P40217	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit) (eIF-3 39 kDa subunit) (eIF3 p39)	TIF34 YMR146C YM9375.16C	TIF34	855177;		347	38,755	reviewed
P36039	ER membrane protein complex subunit 3 (Altered inheritance rate of mitochondria protein 27)	EMC3 AIM27 YKL207W	EMC3	853628;		253	28,352	reviewed
P38333	Essential nuclear protein 1	ENP1 MEG1 YBR247C YBR1635	ENP1	852549;		483	55,137	reviewed
Q06337	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	EAF1 VID21 YDR359C	EAF1	851962;		982	112,502	reviewed
P38836	Putative metallocarboxypeptidase ECM14 (EC 3.4.17.-) (Extracellular mutant protein 14)	ECM14 YHR132C	ECM14	856533;		430	49,829	reviewed
Q04623	Protein ECM18 (EC 2.3.1.-) (Extracellular mutant protein 18)	ECM18 YDR125C YD9727.20C	ECM18	851703;		453	53,185	reviewed
P39715	Shuttling pre-60S factor ECM1 (Extracellular mutant protein 1) (Protein SIM1)	ECM1 SIM1 YAL059W	ECM1	851240;		212	23,891	reviewed
P38246	Protein ECM8 (Extracellular mutant protein 8)	ECM8 YBR076W YBR0722	ECM8	852368;		354	41,770	reviewed
P40023	Enhancer of mRNA-decapping protein 2	EDC2 YER035W	EDC2	856757;		145	16,071	reviewed
P39998	Enhancer of mRNA-decapping protein 3	EDC3 LSM16 YEL015W	EDC3	856700;		551	61,340	reviewed
P38073	Transcriptional regulatory protein EDS1 (Expression dependent on SLT2 protein 1)	EDS1 YBR033W YBR0318	EDS1	852321;		919	103,397	reviewed
P53978	Elongation factor 3B (EF-3B) (Homolog of EF-3) (Translation elongation factor 3B)	HEF3 YEF3B ZRG7 YNL014W N2846	HEF3	855718;		1044	115,869	reviewed
P02992	Elongation factor Tu, mitochondrial (tufM)	TUF1 TUFM YOR187W	TUF1	854359;		437	47,972	reviewed
P38249	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)	RPG1 TIF32 YBR079C YBR0734	RPG1	852371;		964	110,344	reviewed
P06103	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Cell cycle regulation and translation initiation protein) (Eukaryotic translation initiation factor 3 90 kDa subunit) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit)	PRT1 CDC63 YOR361C	PRT1	854543;		763	88,130	reviewed
P32497	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit) (eIF3 p93) (Nuclear transport protein NIP1) (Translation initiation factor eIF3, p93 subunit)	NIP1 YMR309C YM9924.01C YM9952.11C	NIP1	855357;		812	93,204	reviewed
P36053	Transcription elongation factor 1	ELF1 YKL160W YKL614	ELF1	853697;		145	16,157	reviewed
Q12050	Telomere length regulation protein ELG1 (Regulator of Ty1 transposition protein 110) (Telomere elongation suppressor ELG1)	ELG1 RTT110 YOR144C O3510 YOR3510C	ELG1	854315;		791	91,262	reviewed
P40319	Elongation of fatty acids protein 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO3) (Affecting plasma membrane ATPase activity protein 1) (Suppressor of RAD3 essential function protein 1) (Suppressor of Rvs161 and Rvs167 mutations protein 4) (Very-long-chain 3-oxoacyl-CoA synthase 3) (v-SNARE bypass mutant gene 1 protein)	ELO3 APA1 SRE1 SUR4 VBM1 YLR372W L8039.2	ELO3	851087;		345	39,465	reviewed
Q06706	Elongator complex protein 1 (Gamma-toxin target 1) (Protein IKI3)	IKI3 ELP1 TOT1 YLR384C L3502.7	IKI3	851100;		1349	152,990	reviewed
Q04406	Early meiotic induction protein 1	EMI1 YDR512C D9719.18	EMI1	852125;		187	21,071	reviewed
Q08299	Siderophore iron transporter ENB1 (Enterobactin permease) (Siderophore iron transporter ARN4)	ENB1 ARN4 YOL158C	ENB1	854007;		606	66,970	reviewed
P00925	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	ENO2 ENOB YHR174W	ENO2	856579;		437	46,914	reviewed
P36008	Elongation factor 1-gamma 2 (EF-1-gamma 2) (Eukaryotic elongation factor 1Bgamma 2) (eEF1Bgamma 2) (Translation elongation factor 1B gamma 2)	TEF4 EFC1 YKL081W	TEF4	853781;		412	46,520	reviewed
P38732	Protein-lysine N-methyltransferase EFM1 (EC 2.1.1.-) (Elongation factor methyltransferase 1)	EFM1 YHL039W	EFM1	856346;		585	67,452	reviewed
P25574	ER membrane protein complex subunit 1	EMC1 YCL045C YCL315 YCL45C	EMC1	850312;		760	87,181	reviewed
P53073	ER membrane protein complex subunit 4	EMC4 YGL231C	EMC4	852620;		190	21,460	reviewed
Q12431	ER membrane protein complex subunit 6	EMC6 YLL014W L1321	EMC6	850646;		108	12,404	reviewed
P32626	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (Unknown transcript 4 protein)	UTR4 YEL038W SYGP-ORF20	UTR4	856673;		227	25,187	reviewed
P53938	N-glycosylation protein EOS1 (ER-localized and oxidants sensitive protein 1)	EOS1 YNL080C N2327	EOS1	855644;		366	41,674	reviewed
P38767	Ethionine resistance-conferring protein 1	ERC1 YHR032W	ERC1	856427;		581	64,209	reviewed
Q03103	Endoplasmic oxidoreductin-1 (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase protein 1)	ERO1 YML130C YM4987.05C	ERO1	854909;		563	65,033	reviewed
Q12450	Protein ERP4	ERP4 YOR016C	ERP4	854181;		207	23,515	reviewed
Q12284	FAD-linked sulfhydryl oxidase ERV2 (EC 1.8.3.2)	ERV2 YPR037C YP3085.03C	ERV2	856152;		196	22,141	reviewed
P53173	ER-derived vesicles protein ERV14	ERV14 YGL054C	ERV14	852826;		138	15,930	reviewed
Q04651	ER-derived vesicles protein ERV41	ERV41 YML067C	ERV41	854935;		352	40,706	reviewed
P38347	Protein-lysine N-methyltransferase EFM2 (EC 2.1.1.-) (Elongation factor methyltransferase 2)	EFM2 YBR271W YBR1739	EFM2	852574;		419	47,977	reviewed
P53200	Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5) (N(6)-adenine-specific DNA methyltransferase-like 1)	EFM5 AML1 YGR001C	EFM5	852884;		248	28,582	reviewed
Q03653	Protein EFR3	EFR3 YMR212C YM8261.06C	EFR3	855252;		782	89,191	reviewed
P12754	Translation initiation factor eIF-2B subunit delta (GCD complex subunit GCD2) (Guanine nucleotide exchange factor subunit GCD2) (eIF-2B GDP-GTP exchange factor subunit delta)	GCD2 TIF224 YGR083C	GCD2	852974;		651	70,852	reviewed
P39540	Elongation of fatty acids protein 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELO1) (Very-long-chain 3-oxoacyl-CoA synthase 1)	ELO1 YJL196C J0343	ELO1	853243;		310	36,234	reviewed
P53861	Elongin-A	ELA1 YNL230C N1161	ELA1	855491;		379	43,981	reviewed
P40540	ER membrane protein complex subunit 5 (Killer toxin-resistance protein 27)	EMC5 KRE27 YIL027C	EMC5	854785;		141	15,907	reviewed
P39013	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 YNL084C N2307	END3	855640;		349	40,297	reviewed
P53753	Endo-1,3(4)-beta-glucanase 1 (Endo-1,3-beta-glucanase 1) (Endo-1,4-beta-glucanase 1) (EC 3.2.1.6) (Daughter specific expression protein 4) (Laminarinase-1)	DSE4 ENG1 YNR067C N3547	DSE4	855804;		1117	121,064	reviewed
P47160	Epsin-3	ENT3 YJR125C J2048	ENT3	853589;		408	45,091	reviewed
Q99382	Late endosome and vacuole interface protein 10	ENV10 YLR065C L2180	ENV10	850754;		181	20,742	reviewed
P16151	Protein ERD1	ERD1 YDR414C D9461.4	ERD1	852023;		362	43,230	reviewed
Q06551	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)	ERF2 YLR246W	ERF2	850947;		359	41,099	reviewed
P32352	C-8 sterol isomerase (EC 5.-.-.-) (Delta-8--delta-7 sterol isomerase)	ERG2 YMR202W YM8325.03	ERG2	855242;		222	24,896	reviewed
P25340	Delta(24(24(1)))-sterol reductase (EC 1.3.1.71) (C-24(28) sterol reductase) (Sterol Delta(24(28))-reductase)	ERG4 YGL012W YGL022	ERG4	852872;		473	56,040	reviewed
P0CX11	Enolase-related protein 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	ERR2 YPL281C	ERR2	854575;855848;		437	47,328	reviewed
P42222	Enolase-related protein 3 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	ERR3 YMR323W YM9924.15	ERR3	855373;		437	47,313	reviewed
Q08649	Histone acetyltransferase ESA1 (EC 2.3.1.48)	ESA1 YOR244W O5257	ESA1	854418;		445	52,613	reviewed
P36168	EST/SMG-like protein 1	ESL2 YKR096W	ESL2	853971;		1195	137,491	reviewed
P42940	Probable electron transfer flavoprotein subunit beta (Beta-ETF) (Changed intracellular redox state protein 1)	CIR1 YGR207C G7742	CIR1	853121;		261	28,759	reviewed
Q08822	Probable electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Changed intracellular redox state protein 2) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase)	CIR2 YOR356W	CIR2	854538;		631	69,634	reviewed
P32501	Translation initiation factor eIF-2B subunit epsilon (GCD complex subunit GCD6) (Guanine nucleotide exchange factor subunit GCD6) (eIF-2B GDP-GTP exchange factor subunit epsilon)	GCD6 TIF225 YDR211W YD8142.12 YD8142B.03	GCD6	851797;		712	81,161	reviewed
Q04067	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit) (eIF3 p33)	TIF35 YDR429C D9461.16	TIF35	852039;		274	30,501	reviewed
Q05775	Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 30 kDa subunit) (eIF-3 30 kDa)	HCR1 YLR192C L8167.11	HCR1	850889;		265	29,564	reviewed
P32801	Serine/threonine-protein kinase ELM1 (EC 2.7.11.1)	ELM1 YKL048C YKL261	ELM1	853818;		640	72,150	reviewed
P47133	ER membrane protein complex subunit 2	EMC2 YJR088C J1875	EMC2	853550;		292	33,855	reviewed
Q12396	Protein EMP46 (46 kDa endomembrane protein)	EMP46 YLR080W	EMP46	850769;		444	50,947	reviewed
Q12168	Endo-1,3(4)-beta-glucanase 2 (Endo-1,3-beta-glucanase 2) (Endo-1,4-beta-glucanase 2) (EC 3.2.1.6) (Laminarinase-2)	ACF2 ENG2 PCA1 YLR144C L3180	ACF2	850836;		779	88,403	reviewed
Q12518	Epsin-1	ENT1 YDL161W	ENT1	851392;		454	52,352	reviewed
Q08651	Probable oxidoreductase ENV9 (EC 1.1.1.-) (Late endosome and vacuole interface protein 9)	ENV9 YOR246C	ENV9	854420;		330	37,485	reviewed
Q04660	Ribosome biogenesis protein ERB1 (Eukaryotic ribosome biogenesis protein 1)	ERB1 YMR049C YM9796.02C	ERB1	855068;		807	91,705	reviewed
P41912	Ras modification protein ERF4 (Hyperactive Ras suppressor protein 5)	SHR5 ERF4 YOL110W HRC237	SHR5	854039;		237	26,542	reviewed
P40030	Ergosterol biosynthetic protein 28	ERG28 BUD18 YER044C	ERG28	856767;		148	17,135	reviewed
Q05359	Protein ERP1	ERP1 YAR002C-A YAR002A	ERP1	851264;		219	24,723	reviewed
P17261	Cystine transporter (ERD suppressor) (Transmembrane protein ERS1)	ERS1 YCR075C YCR75C	ERS1	850438;		260	30,116	reviewed
P38140	Transcription activator of gluconeogenesis ERT1 (Ethanol regulator of translation 1)	ERT1 YBR239C YBR1622	ERT1	852541;		529	60,311	reviewed
Q06344	Pre-rRNA-processing protein ESF1 (18S rRNA factor 1)	ESF1 YDR365C	ESF1	851969;		628	72,410	reviewed
P32474	Protein disulfide-isomerase EUG1 (PDI) (EC 5.3.4.1) (Endoplasmic reticulum protein EUG1)	EUG1 YDR518W D9719.23	EUG1	852130;		517	58,982	reviewed
P23776	Glucan 1,3-beta-glucosidase I/II (EC 3.2.1.58) (Exo-1,3-beta-glucanase I/II) (Soluble cell wall protein 6)	EXG1 BGL1 SCW6 YLR300W L8003.3	EXG1	851007;		448	51,311	reviewed
Q03764	Ethanolamine kinase (EK) (EC 2.7.1.82)	EKI1 YDR147W YD8358.04	EKI1	851725;		534	61,657	reviewed
P42935	Elongator complex protein 2 (Gamma-toxin target 2)	ELP2 TOT2 YGR200C G7725	ELP2	853114;		788	89,411	reviewed
Q02908	Elongator complex protein 3 (EC 2.3.1.48) (Gamma-toxin target 3)	ELP3 HPA1 TOT3 YPL086C	ELP3	856019;		557	63,657	reviewed
Q02884	Elongator complex protein 4 (Gamma-toxin target 7) (HAT-associated protein 1)	ELP4 HAP1 TOT7 YPL101W	ELP4	856002;		456	51,156	reviewed
P38874	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	IKI1 ELP5 HAP2 TOT5 YHR187W	IKI1	856594;		309	35,220	reviewed
Q04868	Elongator complex protein 6 (Gamma-toxin target 6) (HAT-associated protein 3)	ELP6 HAP3 TOT6 YMR312W YM9924.04	ELP6	855360;		273	30,574	reviewed
Q04409	Putative glucokinase-2 (EC 2.7.1.2) (Early meiotic induction protein 2) (Glucose kinase 2) (GLK-2)	EMI2 YDR516C D9719.21	EMI2	852128;		500	55,921	reviewed
P43555	Protein EMP47 (47 kDa endomembrane protein) (Endosomal P44 protein)	EMP47 YFL048C	EMP47	850496;		445	50,330	reviewed
P53246	Late endosome and vacuole interface protein 11	ENV11 YGR071C	ENV11	852962;		860	98,109	reviewed
P53198	Protein ERP6	ERP6 YGL002W	ERP6	852882;		216	25,275	reviewed
Q03661	Silent chromatin protein ESC1 (Establishes silent chromatin protein 1)	ESC1 YMR219W YM8261.13 YM9959.01	ESC1	855259;		1658	187,138	reviewed
Q08119	Protein ESC8 (Establishes silent chromatin protein 8)	ESC8 YOL017W	ESC8	854143;		714	82,189	reviewed
Q12480	Probable electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF) (Altered inheritance rate of mitochondria protein 45)	AIM45 YPR004C LPZ4C YP9723.04C	AIM45	856112;		344	36,803	reviewed
P09201	Fructose-1,6-bisphosphatase (FBPase) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	FBP1 YLR377C L8039.18	FBP1	851092;		348	38,263	reviewed
P32803	Endosomal protein P24B (24 kDa endomembrane protein) (Basic 24 kDa late endocytic intermediate component)	EMP24 YGL200C G1271	EMP24	852675;		203	23,332	reviewed
P00924	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	ENO1 ENOA HSP48 YGR254W G9160	ENO1	853169;		437	46,816	reviewed
Q12003	Serine/threonine-protein kinase ENV7 (EC 2.7.11.1) (Late endosome and vacuole interface protein 7)	ENV7 YPL236C	ENV7	855840;		364	40,749	reviewed
P40557	ER-retained PMA1-suppressing protein 1 (EC 5.3.4.1)	EPS1 YIL005W YIA5W	EPS1	854812;		701	81,219	reviewed
P18414	ER lumen protein-retaining receptor (HDEL receptor)	ERD2 YBL040C YBL0408	ERD2	852240;		219	25,763	reviewed
P05453	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	SUP35	851752;		685	76,551	reviewed
